uniprot_id,label_original,label_recovered,label_used_for_experiments,label_source_tag
Q7VCH6,Other,TK,TK,name_regex
Q7VE24,Other,,Other,original
Q7VE34,Other,,Other,original
Q7VE85,Other,,Other,original
Q7VEG0,Other,,Other,original
Q7VFH6,Other,,Other,original
Q7VGL3,Other,,Other,original
Q7VGM5,Other,,Other,original
Q7VJB6,Other,,Other,original
Q7VJR4,Other,TK,TK,mapping
Q7VJU3,Other,,Other,original
Q7VL27,Other,,Other,original
Q7VM70,Other,,Other,original
Q7VRB6,Other,,Other,original
Q7VRG3,Other,,Other,original
Q7VSU7,Other,,Other,original
Q7VSV5,Other,,Other,original
Q7VT94,Other,,Other,original
Q7VUH0,Other,TK,TK,name_regex
Q7VZG1,Other,,Other,original
Q7WDP2,Other,Histidine,Histidine,name_regex
Q7WLV0,Other,,Other,original
Q7WSH2,Other,,Other,original
Q7WTU1,Other,,Other,original
Q7WZ28,Other,,Other,original
Q7XIW5,CAMK,,CAMK,original
Q7XR61,Other,TK,TK,mapping
Q7Y4Y9,Other,,Other,original
Q7ZXH3,Other,,Other,original
Q7ZYZ6,Other,TK,TK,name_regex
Q80V03,Other,,Other,original
Q80YS9,TKL,,TKL,original
Q81JB5,Other,,Other,original
Q822Z1,Other,,Other,original
Q827R9,Other,,Other,original
Q828K5,Other,,Other,original
Q82A24,Other,,Other,original
Q82DM5,Other,,Other,original
Q82TC0,Other,,Other,original
Q82WR4,Other,,Other,original
Q82Y30,Other,,Other,original
Q830V0,Other,,Other,original
Q834S1,Other,,Other,original
Q834T6,Other,,Other,original
Q837G2,Other,,Other,original
Q838L3,Other,,Other,original
Q839U9,Other,TK,TK,name_regex
Q83A42,Other,,Other,original
Q83AU6,Other,,Other,original
Q83D83,Other,,Other,original
Q83E10,Other,,Other,original
Q83E35,Other,,Other,original
Q83F01,Other,,Other,original
Q83FU3,Other,TK,TK,name_regex
Q83G05,Other,,Other,original
Q83GI2,Other,,Other,original
Q83IC3,Other,,Other,original
Q84JF7,TK,,TK,original
Q84MA9,Other,,Other,original
Q85FW5,Other,TK,TK,mapping
Q869L4,TK,,TK,original
Q869T7,STE,,STE,original
Q869X3,TK,,TK,original
Q86A12,TK,,TK,original
Q86AD7,CAMK,,CAMK,original
Q86AG7,Other,,Other,original
Q86AT9,Histidine,,Histidine,original
Q86HG9,TK,,TK,original
Q86HW6,TK,,TK,original
Q86I06,TK,,TK,original
Q86ZN7,AGC,,AGC,original
Q87A21,Other,TK,TK,name_regex
Q87A63,Other,,Other,original
Q87AA7,Other,,Other,original
Q87DA0,Other,,Other,original
Q87EH1,Other,,Other,original
Q87F08,Other,,Other,original
Q87IB3,TK,,TK,original
Q87LT4,Other,,Other,original
Q87UP6,Other,,Other,original
Q881J7,Histidine,,Histidine,original
Q88S49,Other,,Other,original
Q88VZ4,Other,,Other,original
Q88WV3,Other,,Other,original
Q88X60,Other,,Other,original
Q88XW5,Other,,Other,original
Q88YD2,Other,,Other,original
Q88Z91,Other,TK,TK,name_regex
Q890C2,Other,TK,TK,name_regex
Q891B8,Other,,Other,original
Q891L4,Other,Histidine,Histidine,name_regex
Q892J5,Other,,Other,original
Q893Q9,Other,TK,TK,name_regex
Q894H2,Other,,Other,original
Q896X8,Other,TK,TK,mapping
Q898Y8,Other,,Other,original
Q899A2,Other,TK,TK,name_regex
Q89AS8,Other,,Other,original
Q89WF1,Other,,Other,original
Q8A0V4,Other,,Other,original
Q8A1A3,Other,,Other,original
Q8A1E7,Other,,Other,original
Q8A6K1,Other,,Other,original
Q8A753,Other,,Other,original
Q8C0N0,CAMK,,CAMK,original
Q8C0V7,CAMK,,CAMK,original
Q8C0X8,CAMK,,CAMK,original
Q8CH19,Other,TK,TK,name_regex
Q8CR71,Other,,Other,original
Q8CUN0,Other,TK,TK,mapping
Q8CUQ5,Other,,Other,original
Q8CXF5,Other,,Other,original
Q8D1Y6,Other,,Other,original
Q8D227,Other,,Other,original
Q8D2G4,Other,,Other,original
Q8D2K6,Other,TK,TK,name_regex
Q8D2P9,Other,,Other,original
Q8D308,Other,,Other,original
Q8D320,Other,,Other,original
Q8D391,Other,,Other,original
Q8DGC2,Other,,Other,original
Q8DGH7,Other,,Other,original
Q8DJ87,Other,,Other,original
Q8DJS3,Other,,Other,original
Q8DKG1,Other,,Other,original
Q8DKH7,Other,,Other,original
Q8DMA8,Other,,Other,original
Q8DMC5,Histidine,,Histidine,original
Q8DML4,Other,,Other,original
Q8DNK7,Other,TK,TK,mapping
Q8DQ32,Other,,Other,original
Q8DQ58,Other,,Other,original
Q8DSZ0,Other,,Other,original
Q8DV23,Other,,Other,original
Q8DV44,Other,TK,TK,mapping
Q8EJP9,Other,,Other,original
Q8EL04,Other,,Other,original
Q8EN08,Other,,Other,original
Q8ENM6,Other,,Other,original
Q8EPB4,Other,,Other,original
Q8EPE7,Other,,Other,original
Q8ESJ1,Other,TK,TK,name_regex
Q8ESX1,Other,,Other,original
Q8ESZ2,Other,TK,TK,name_regex
Q8EU37,Other,TK,TK,name_regex
Q8EU99,Other,,Other,original
Q8EUB0,Other,,Other,original
Q8EUD3,Other,,Other,original
Q8EUG9,Other,,Other,original
Q8EUV2,Other,,Other,original
Q8EVD0,Other,,Other,original
Q8EWA5,Other,,Other,original
Q8FDU8,AGC,,AGC,original
Q8FQR2,Other,,Other,original
Q8FQZ4,Other,TK,TK,name_regex
Q8FTH7,Other,TK,TK,name_regex
Q8FTK6,Other,,Other,original
Q8G0U3,Other,,Other,original
Q8G0Z4,Other,,Other,original
Q8G3Z8,Other,,Other,original
Q8G5G8,Other,,Other,original
Q8G5L8,Other,,Other,original
Q8G6P9,TK,,TK,original
Q8GXI9,Other,,Other,original
Q8HSW1,Other,,Other,original
Q8I236,Other,TK,TK,name_regex
Q8J2J8,Other,,Other,original
Q8K980,Other,,Other,original
Q8K9D4,Other,,Other,original
Q8K9J3,Other,,Other,original
Q8K9M3,Other,,Other,original
Q8K9X1,Other,TK,TK,name_regex
Q8KBZ7,Other,,Other,original
Q8KCG4,Other,,Other,original
Q8KCK7,Other,,Other,original
Q8KCL0,Other,,Other,original
Q8KD46,Other,,Other,original
Q8KFN6,Other,,Other,original
Q8L7W7,TK,,TK,original
Q8LFN2,TK,,TK,original
Q8MYF1,TK,,TK,original
Q8MYQ1,Other,,Other,original
Q8NQV0,Other,,Other,original
Q8P3Y6,Other,,Other,original
Q8P8J6,Other,TK,TK,mapping
Q8PTD1,Other,,Other,original
Q8PV21,Other,,Other,original
Q8PYP3,Other,,Other,original
Q8PZ69,Other,,Other,original
Q8PZK7,Other,,Other,original
Q8QZV4,Other,,Other,original
Q8R5N8,Other,,Other,original
Q8R6C8,Other,TK,TK,name_regex
Q8R765,Other,TK,TK,name_regex
Q8R7S0,Other,TK,TK,name_regex
Q8R7X4,Other,,Other,original
Q8R807,Other,TK,TK,name_regex
Q8R8R7,Other,TK,TK,mapping
Q8RBE5,Other,,Other,original
Q8RBR5,Other,,Other,original
Q8RD30,Other,,Other,original
Q8RE31,Other,,Other,original
Q8RED7,Other,,Other,original
Q8RF94,Other,,Other,original
Q8RFE4,Other,,Other,original
Q8RGM4,Other,,Other,original
Q8RHR7,Other,,Other,original
Q8RII8,Other,,Other,original
Q8RLE0,Other,,Other,original
Q8RX66,Other,,Other,original
Q8RXT4,Other,,Other,original
Q8RY89,Other,,Other,original
Q8S8N4,TK,,TK,original
Q8S9D1,Other,Atypical,Atypical,name_regex
Q8SQP0,Other,,Other,original
Q8SQR2,CK1,,CK1,original
Q8SQU8,CMGC,,CMGC,original
Q8SQW2,CMGC,,CMGC,original
Q8SQY7,TK,,TK,original
Q8SQZ4,CMGC,,CMGC,original
Q8SR56,TK,,TK,original
Q8SR90,CMGC,,CMGC,original
Q8SRF5,CMGC,,CMGC,original
Q8SRI3,CMGC,,CMGC,original
Q8SRL5,Other,,Other,original
Q8SRM7,Other,,Other,original
Q8SRU0,TK,,TK,original
Q8SS96,CK1,,CK1,original
Q8SSA8,CAMK,,CAMK,original
Q8SSE7,TK,,TK,original
Q8SSV3,STE,,STE,original
Q8SSY6,CAMK,,CAMK,original
Q8SVC2,Other,,Other,original
Q8SW31,CAMK,,CAMK,original
Q8SW92,CMGC,,CMGC,original
Q8SWM6,TK,,TK,original
Q8T154,Other,,Other,original
Q8T277,CAMK,,CAMK,original
Q8TF77,AGC,,AGC,original
Q8TGY9,Other,,Other,original
Q8TMI8,Other,,Other,original
Q8TR06,Other,,Other,original
Q8TT90,Other,,Other,original
Q8TUU1,Other,,Other,original
Q8TUX2,Other,TK,TK,mapping
Q8TV10,Other,,Other,original
Q8TVJ1,Other,,Other,original
Q8TWH4,Other,,Other,original
Q8TXB4,Other,,Other,original
Q8TXD2,Other,,Other,original
Q8U191,Other,TK,TK,name_regex
Q8UAS9,TK,,TK,original
Q8UE38,Other,,Other,original
Q8UHP8,Other,TK,TK,name_regex
Q8VS15,Other,,Other,original
Q8VYP6,Other,TK,TK,name_regex
Q8W490,Other,,Other,original
Q8XBY4,Histidine,,Histidine,original
Q8XHU4,Other,,Other,original
Q8XIX0,Other,,Other,original
Q8Y1W6,Other,,Other,original
Q8Y241,Other,,Other,original
Q8Y2M4,Other,,Other,original
Q8Y3E7,Other,TK,TK,mapping
Q8Y3Y6,Other,,Other,original
Q8Y8K6,Other,,Other,original
Q8YPJ8,Other,,Other,original
Q8Z0M3,Other,,Other,original
Q8ZMG5,Other,TK,TK,name_regex
Q8ZPP6,Histidine,,Histidine,original
Q8ZRS5,Other,,Other,original
Q8ZU30,Other,,Other,original
Q8ZV53,Other,,Other,original
Q8ZWK6,Other,,Other,original
Q8ZWY4,Other,,Other,original
Q91F86,TK,,TK,original
Q91FE4,TK,,TK,original
Q91WL0,Other,,Other,original
Q92209,Other,Histidine,Histidine,name_regex
Q92338,Atypical,,Atypical,original
Q927E4,Other,,Other,original
Q927E5,Other,,Other,original
Q92ET9,Other,,Other,original
Q92EU2,Other,,Other,original
Q92EU3,Other,,Other,original
Q92LF7,Other,,Other,original
Q92PK6,Other,,Other,original
Q92QJ0,Other,,Other,original
Q92RN7,TK,,TK,original
Q92TE9,Other,,Other,original
Q93AK9,Other,,Other,original
Q93Q56,Other,,Other,original
Q93SG0,Other,,Other,original
Q93Y06,TK,,TK,original
Q93Z01,Other,Atypical,Atypical,name_regex
Q94BU1,Other,,Other,original
Q94C25,TK,,TK,original
Q94C77,Other,,Other,original
Q94CG5,Other,,Other,original
Q96YN6,Other,,Other,original
Q976L5,Other,,Other,original
Q979U7,Other,,Other,original
Q97B38,Other,,Other,original
Q97BD7,Other,,Other,original
Q97EL4,Other,TK,TK,name_regex
Q97F51,Other,TK,TK,name_regex
Q97GH8,Other,TK,TK,mapping
Q97HD7,Other,,Other,original
Q97IC2,TK,,TK,original
Q97K22,Other,,Other,original
Q97MT8,Other,,Other,original
Q97QZ6,Other,,Other,original
Q97RS6,Other,TK,TK,name_regex
Q97UL6,Other,,Other,original
Q97ZG3,Other,,Other,original
Q980D2,Other,,Other,original
Q986C6,Other,TK,TK,name_regex
Q98FY0,Other,,Other,original
Q98HR4,Other,,Other,original
Q98PL1,Other,,Other,original
Q98Q02,Other,,Other,original
Q98QW4,Other,,Other,original
Q98QX2,Other,,Other,original
Q98RC0,Other,,Other,original
Q9A2M2,Other,,Other,original
Q9A757,Other,,Other,original
Q9A8L7,Other,TK,TK,name_regex
Q9AGY8,Other,,Other,original
Q9ASQ5,CAMK,,CAMK,original
Q9ASX5,Other,,Other,original
Q9C0U6,Other,,Other,original
Q9C5E5,Other,,Other,original
Q9C6T1,Other,,Other,original
Q9C823,Other,TK,TK,name_regex
Q9C9N5,TK,,TK,original
Q9CAC3,Other,,Other,original
Q9CCS5,Other,,Other,original
Q9CEF5,TK,,TK,original
Q9CHQ8,Other,,Other,original
Q9CIV6,Other,,Other,original
Q9CNU2,Other,,Other,original
Q9E6Q4,Atypical,,Atypical,original
Q9EWI9,Other,,Other,original
Q9EWW6,Other,,Other,original
Q9F7L5,Other,,Other,original
Q9F7Q9,Other,,Other,original
Q9F8D7,Histidine,,Histidine,original
Q9FAB3,Other,,Other,original
Q9FID6,TK,,TK,original
Q9FID9,TK,,TK,original
Q9FK35,Other,,Other,original
Q9FL51,TK,,TK,original
Q9FLW0,TK,,TK,original
Q9FNE1,Other,,Other,original
Q9GNF0,Other,,Other,original
Q9HDU2,Other,TK,TK,mapping
Q9HFF4,Other,,Other,original
Q9HFW2,STE,,STE,original
Q9HJ59,Other,,Other,original
Q9HJ95,Other,,Other,original
Q9HK44,Other,,Other,original
Q9HKM7,Other,,Other,original
Q9HKV7,Other,,Other,original
Q9HLV3,Other,,Other,original
Q9HNF4,Other,,Other,original
Q9HQC9,Other,,Other,original
Q9HV31,Histidine,,Histidine,original
Q9HY23,Other,,Other,original
Q9I0I2,Histidine,,Histidine,original
Q9I4N4,Histidine,,Histidine,original
Q9J5B1,TK,,TK,original
Q9JT07,Other,,Other,original
Q9JVQ5,TK,,TK,original
Q9K0D9,Other,,Other,original
Q9K188,Other,,Other,original
Q9K4Z5,Other,TK,TK,mapping
Q9K5J7,Other,,Other,original
Q9K7H6,TK,,TK,original
Q9K7L2,Other,TK,TK,name_regex
Q9K857,Other,,Other,original
Q9K8V4,Other,TK,TK,mapping
Q9K997,TK,,TK,original
Q9KCR4,Other,,Other,original
Q9KD27,Other,,Other,original
Q9KDV4,Other,TK,TK,mapping
Q9KFH9,Other,,Other,original
Q9KIG4,Other,,Other,original
Q9KJT3,Histidine,,Histidine,original
Q9KLK7,Histidine,,Histidine,original
Q9KM66,Other,,Other,original
Q9KM71,Other,,Other,original
Q9KP21,Other,,Other,original
Q9KU07,Other,,Other,original
Q9KZV6,Other,,Other,original
Q9LDM5,Other,,Other,original
Q9LDN1,Other,,Other,original
Q9LDT0,Other,,Other,original
Q9LHI7,Other,,Other,original
Q9LNX4,Other,CMGC,CMGC,name_regex
Q9LSC2,Other,TK,TK,name_regex
Q9LVM0,TK,,TK,original
Q9LVN2,TK,,TK,original
Q9LW20,TK,,TK,original
Q9LZ60,Other,CMGC,CMGC,name_regex
Q9M0G5,Other,,Other,original
Q9M149,Other,,Other,original
Q9M3B6,Other,,Other,original
Q9NA80,Other,,Other,original
Q9NGP6,Other,,Other,original
Q9NGW9,STE,,STE,original
Q9P6I5,Other,,Other,original
Q9P6P9,Atypical,,Atypical,original
Q9P7K3,Other,,Other,original
Q9P7Q6,Other,,Other,original
Q9P7X5,Other,,Other,original
Q9P869,CAMK,,CAMK,original
Q9PJ29,Other,,Other,original
Q9PK32,Other,,Other,original
Q9PKR0,Other,,Other,original
Q9PPA9,Other,,Other,original
Q9PQL2,Other,,Other,original
Q9PQW6,Other,,Other,original
Q9PR69,Other,,Other,original
Q9PRC5,Other,,Other,original
Q9R7D7,Other,TK,TK,mapping
Q9RC80,Other,,Other,original
Q9RGS1,Other,TK,TK,mapping
Q9RJS6,Other,,Other,original
Q9RT73,Other,,Other,original
Q9RUG6,Other,,Other,original
Q9RUP2,Other,,Other,original
Q9RW93,Other,,Other,original
Q9RXZ5,Other,,Other,original
Q9RY40,Other,,Other,original
Q9S2C0,Other,,Other,original
Q9SA72,TK,,TK,original
Q9SAH3,Other,,Other,original
Q9SD62,Other,,Other,original
Q9SF12,Other,TK,TK,name_regex
Q9SGE2,Other,CMGC,CMGC,name_regex
Q9SGN7,Other,,Other,original
Q9SJG2,TK,,TK,original
Q9SLE0,Other,,Other,original
Q9SLI2,Other,,Other,original
Q9SSC1,CMGC,,CMGC,original
Q9SSJ8,Other,,Other,original
Q9STF0,Other,,Other,original
Q9SV05,Other,,Other,original
Q9SYM9,Other,,Other,original
Q9SYS7,Other,,Other,original
Q9TLT0,Other,TK,TK,mapping
Q9TZI1,Other,,Other,original
Q9U3B6,Other,TK,TK,name_regex
Q9US59,Other,Histidine,Histidine,name_regex
Q9USR3,Other,,Other,original
Q9UT88,Atypical,,Atypical,original
Q9UT98,Atypical,,Atypical,original
Q9UTC5,Other,,Other,original
Q9UTE1,TK,,TK,original
Q9UUH3,Other,,Other,original
Q9UW20,Other,,Other,original
Q9UX83,Other,,Other,original
Q9VIT2,Other,,Other,original
Q9VLS1,CAMK,,CAMK,original
Q9W2Q7,Other,,Other,original
Q9W391,CAMK,,CAMK,original
Q9W6R1,CAMK,,CAMK,original
Q9WYD0,Other,,Other,original
Q9X049,Other,,Other,original
Q9X0I3,Other,,Other,original
Q9X1A7,Other,,Other,original
Q9X1F6,Other,,Other,original
Q9X3W5,Other,TK,TK,name_regex
Q9X4M1,Other,,Other,original
Q9X5D1,Other,,Other,original
Q9XA16,TK,,TK,original
Q9XBQ0,Other,,Other,original
Q9XEC7,Other,,Other,original
Q9XID0,Other,,Other,original
Q9XY07,Other,TK,TK,name_regex
Q9Y2B9,Other,,Other,original
Q9Y7T6,Other,,Other,original
Q9Y946,Other,,Other,original
Q9YA27,Other,,Other,original
Q9YBY9,Other,,Other,original
Q9YCR6,TK,,TK,original
Q9YD08,Other,,Other,original
Q9YF40,Other,,Other,original
Q9YHZ5,CAMK,,CAMK,original
Q9Z6L0,Other,,Other,original
Q9Z6M1,Other,,Other,original
Q9Z7H0,Other,,Other,original
Q9Z7K7,Other,,Other,original
Q9Z7T5,Other,,Other,original
Q9Z8U0,Other,,Other,original
Q9Z961,Other,,Other,original
Q9ZBL1,Other,TK,TK,name_regex
Q9ZBR6,Other,TK,TK,name_regex
Q9ZG98,Other,,Other,original
Q9ZHD4,TK,,TK,original
Q9ZIG2,Other,,Other,original
Q9ZIS7,Other,,Other,original
Q9ZKU5,Other,,Other,original
Q9ZUI0,Other,,Other,original
Q9ZVM9,TK,,TK,original
Q9ZW09,TK,,TK,original
T2KMF4,Histidine,,Histidine,original
A0A0H3LX82,Other,,Other,original
A0A0S0N9S9,Other,TK,TK,name_regex
A0A1B0GTH6,Other,,Other,original
A0AH37,Other,,Other,original
A0AIH1,TK,,TK,original
A0ALN0,Other,Histidine,Histidine,name_regex
A0B8S7,Other,,Other,original
A0B8V5,Other,,Other,original
A0B9U5,Other,,Other,original
A0K817,Other,,Other,original
A0L8T5,Other,,Other,original
A0LF44,Other,,Other,original
A0LK48,Other,,Other,original
A0PXR8,Other,TK,TK,name_regex
A0Q3H1,Other,Histidine,Histidine,name_regex
A0Q3M5,Other,,Other,original
A0Q893,Other,,Other,original
A0QH60,Other,,Other,original
A0R219,Other,Histidine,Histidine,name_regex
A0RCX4,Other,Histidine,Histidine,name_regex
A0RI39,Other,TK,TK,mapping
A0RPD2,Other,,Other,original
A0RW81,Other,,Other,original
A1APK9,Other,,Other,original
A1ATF5,Other,,Other,original
A1AVP9,Other,,Other,original
A1AXA3,Other,,Other,original
A1BDV6,Other,,Other,original
A1JLD7,Other,,Other,original
A1K5I2,Other,,Other,original
A1KUL0,Other,,Other,original
A1L2H3,Other,TK,TK,name_regex
A1QYS8,Other,,Other,original
A1RQK6,Other,Histidine,Histidine,name_regex
A1RRJ5,Other,,Other,original
A1RXQ3,Other,,Other,original
A1S589,Other,,Other,original
A1S6D4,Other,,Other,original
A1SF33,Other,,Other,original
A1STC8,Other,,Other,original
A1T0P0,Other,,Other,original
A1U1P2,Other,,Other,original
A1VCE6,Other,,Other,original
A1VMB2,Other,Histidine,Histidine,name_regex
A1WGM5,Other,,Other,original
A1WSY9,Other,,Other,original
A1WWF8,Other,,Other,original
A2BJZ2,Other,,Other,original
A2BZV6,Other,,Other,original
A2CAU0,Other,Histidine,Histidine,name_regex
A2CD19,Other,,Other,original
A2REA6,Other,,Other,original
A2RIC4,Other,,Other,original
A2RK41,Other,,Other,original
A2RKV6,Other,Histidine,Histidine,name_regex
A2SIQ1,Other,,Other,original
A2SPM8,Other,,Other,original
A2SR73,Other,,Other,original
A2ST45,TK,,TK,original
A2Z225,TK,,TK,original
A3CT21,Other,,Other,original
A3CVV0,TK,,TK,original
A3CXR7,Other,,Other,original
A3D382,Other,,Other,original
A3DM71,TK,,TK,original
A3DMS6,Other,,Other,original
A3M504,Other,,Other,original
A3MSE7,TK,,TK,original
A3PLT9,Other,,Other,original
A4FW93,Other,,Other,original
A4FXE4,TK,,TK,original
A4FYK1,Other,,Other,original
A4FZL8,Other,,Other,original
A4G1V8,Other,Histidine,Histidine,name_regex
A4G7Y1,Other,,Other,original
A4IH68,Other,,Other,original
A4IJA6,Other,,Other,original
A4IPB3,Other,,Other,original
A4J0K6,Other,,Other,original
A4J3N3,Other,,Other,original
A4SG46,Other,,Other,original
A4SW55,Other,,Other,original
A4TPM8,Other,TK,TK,mapping
A4WLJ5,Other,,Other,original
A4XHH4,Other,,Other,original
A4XI71,Other,Histidine,Histidine,name_regex
A4XKN9,Other,,Other,original
A4XST1,Other,,Other,original
A4YIC4,TK,,TK,original
A4YIX5,Other,,Other,original
A4ZU96,Other,,Other,original
A5CDS9,Other,,Other,original
A5CPG8,Other,,Other,original
A5D1V4,Other,,Other,original
A5D690,Other,,Other,original
A5D8S0,Other,TK,TK,name_regex
A5ECK7,Other,,Other,original
A5EWQ0,Other,,Other,original
A5EXE3,Other,,Other,original
A5EYE3,Other,,Other,original
A5FG91,Other,,Other,original
A5FR84,Other,,Other,original
A5FUH7,Other,,Other,original
A5I2A9,Other,Histidine,Histidine,name_regex
A5IBP1,Other,,Other,original
A5IJN0,Other,Histidine,Histidine,name_regex
A5ILI6,TK,,TK,original
A5IZC6,Other,,Other,original
A5IZG6,Other,,Other,original
A5N6I0,Other,Histidine,Histidine,name_regex
A5PKK7,Other,,Other,original
A5UJM2,Other,,Other,original
A5UKJ7,TK,,TK,original
A5ULG2,Other,,Other,original
A5V3I6,Other,,Other,original
A5VLY5,Other,,Other,original
A5VMX5,Other,,Other,original
A5VTV9,Other,,Other,original
A5WBP5,Other,,Other,original
A6GZM3,Other,,Other,original
A6KZZ5,TK,,TK,original
A6L0S5,Other,,Other,original
A6LIV7,Other,,Other,original
A6LPM3,Other,,Other,original
A6LSZ4,Other,Histidine,Histidine,name_regex
A6M229,Other,,Other,original
A6Q225,Other,Histidine,Histidine,name_regex
A6Q9Z8,Other,,Other,original
A6QB69,Other,,Other,original
A6TEC0,Other,,Other,original
A6TKS7,Other,Histidine,Histidine,name_regex
A6TRG1,Other,,Other,original
A6TU99,Other,,Other,original
A6UEK1,Other,,Other,original
A6UEW0,Other,,Other,original
A6UTP9,Other,,Other,original
A6UTV9,TK,,TK,original
A6UV93,Other,Histidine,Histidine,name_regex
A6UW35,Other,,Other,original
A6V2N1,Other,,Other,original
A6VKH8,Other,,Other,original
A6VKK5,Other,TK,TK,name_regex
A6VXL0,Other,,Other,original
A6X554,Histidine,,Histidine,original
A7GSI3,TK,,TK,original
A7HQR4,Other,,Other,original
A7HSG6,Other,,Other,original
A7I1U4,Other,,Other,original
A7I4V4,Other,,Other,original
A7I5R5,Other,,Other,original
A7IFD6,Other,,Other,original
A7NHN1,Other,,Other,original
A7SK27,TK,,TK,original
A7TQF3,Other,,Other,original
A7ZC67,Other,Histidine,Histidine,name_regex
A7ZDK0,Other,,Other,original
A8A8L4,Other,,Other,original
A8AAI6,Other,,Other,original
A8ETF2,Other,,Other,original
A8EU81,Other,,Other,original
A8EZT1,Other,,Other,original
A8F7R9,Other,,Other,original
A8F8Z5,Other,,Other,original
A8FA73,Other,,Other,original
A8FH24,Other,Histidine,Histidine,name_regex
A8FX59,Other,,Other,original
A8G1G2,Other,,Other,original
A8G8D9,Other,,Other,original
A8GNZ6,Other,,Other,original
A8GXQ1,Other,,Other,original
A8I6A3,Other,,Other,original
A8LJV4,Other,,Other,original
A8LSF1,Other,,Other,original
A8MB58,TK,,TK,original
A8MBP6,Other,,Other,original
A8MFE4,Other,,Other,original
A8MI61,Other,Histidine,Histidine,name_regex
A8WFT6,Other,,Other,original
A8Z6M1,Other,,Other,original
A8ZXL3,Other,,Other,original
A9A1F0,Other,,Other,original
A9A3T2,Other,,Other,original
A9AV71,Other,,Other,original
A9B5Y6,Other,,Other,original
A9BGN7,Other,Histidine,Histidine,name_regex
A9BWI4,Other,,Other,original
A9FRP1,Other,,Other,original
A9H0Y0,Other,,Other,original
A9HS91,Other,Histidine,Histidine,name_regex
A9ILM1,Other,,Other,original
A9IN76,Other,,Other,original
A9IQR2,Other,Histidine,Histidine,name_regex
A9KD67,Other,,Other,original
A9NEH3,Other,,Other,original
A9NGK9,Other,,Other,original
B0BML1,TK,,TK,original
B0C3N6,Other,,Other,original
B0R569,Other,,Other,original
B0R685,Other,,Other,original
B0R6D7,Other,Histidine,Histidine,name_regex
B0R6P3,TK,,TK,original
B0R6Y3,Other,,Other,original
B0RSH9,Other,,Other,original
B0RSK6,Other,Histidine,Histidine,name_regex
B0S2F7,Other,,Other,original
B0SDY8,Other,,Other,original
B0T271,Other,,Other,original
B0U1J8,Other,,Other,original
B0UT77,Other,,Other,original
B1AIY1,Other,,Other,original
B1G889,Other,,Other,original
B1HT93,Other,,Other,original
B1HYT4,Other,Histidine,Histidine,name_regex
B1I165,Other,,Other,original
B1ICG1,Other,Histidine,Histidine,name_regex
B1J506,Other,,Other,original
B1KNM7,Other,,Other,original
B1L6M9,Other,,Other,original
B1M1V6,Other,TK,TK,name_regex
B1MVT4,Other,,Other,original
B1VAZ2,Other,,Other,original
B1WP79,Other,Histidine,Histidine,name_regex
B1XLE7,Other,Histidine,Histidine,name_regex
B1XTC8,Other,,Other,original
B1YGD3,Other,,Other,original
B1YIY3,Other,TK,TK,mapping
B1YLR4,TK,,TK,original
B2A8C9,Other,Histidine,Histidine,name_regex
B2GAE1,Other,,Other,original
B2GC33,Other,,Other,original
B2GCV0,Other,Histidine,Histidine,name_regex
B2IZE7,Other,,Other,original
B2J946,Histidine,,Histidine,original
B2JF05,Other,,Other,original
B2KC48,Other,,Other,original
B2KEH0,TK,,TK,original
B2RIH0,Other,,Other,original
B2RIK3,Other,,Other,original
B2S2U8,Other,,Other,original
B2SC34,Other,,Other,original
B2SLH6,Other,,Other,original
B2TIE4,Other,TK,TK,name_regex
B2U887,Other,,Other,original
B2U942,Other,Histidine,Histidine,name_regex
B2UN87,Other,,Other,original
B2UUK7,Other,,Other,original
B2V7X0,Other,,Other,original
B3CM94,Other,,Other,original
B3EDD6,Other,,Other,original
B3EG23,Other,,Other,original
B3Q6U2,Other,Histidine,Histidine,name_regex
B3QKH1,Other,,Other,original
B3QLP5,Other,,Other,original
B3QSU1,Other,,Other,original
B3R0E5,Other,,Other,original
B3W9Y8,Other,,Other,original
B4ET31,Other,,Other,original
B4R8T4,Other,Histidine,Histidine,name_regex
B4S1N2,Other,,Other,original
B4S8U3,Other,,Other,original
B4U041,Other,TK,TK,name_regex
B4U600,Other,,Other,original
B5E9M9,Other,,Other,original
B5EMX2,Other,,Other,original
B5Y7S6,Other,,Other,original
B5Y8N2,TK,,TK,original
B5ZRZ4,Other,,Other,original
B6IXD8,Other,,Other,original
B6JCG7,Other,,Other,original
B6JIX8,Other,,Other,original
B6YSN8,Other,,Other,original
B6YW36,Other,,Other,original
B7GT80,Other,,Other,original
B7IE32,Other,,Other,original
B7IHT2,Other,,Other,original
B7KFU0,Histidine,,Histidine,original
B7XIW9,TK,,TK,original
B8CW89,Other,Histidine,Histidine,name_regex
B8CZC3,Other,,Other,original
B8CZT1,Other,,Other,original
B8D5U4,Other,,Other,original
B8D6D8,Other,,Other,original
B8D797,Other,Histidine,Histidine,name_regex
B8DP49,Other,,Other,original
B8EN73,Other,,Other,original
B8EPM3,Other,Histidine,Histidine,name_regex
B8F928,Other,,Other,original
B8FU92,Other,Histidine,Histidine,name_regex
B8G2Q5,Other,,Other,original
B8GA54,Other,,Other,original
B8GFC4,Other,,Other,original
B8GXA8,Other,,Other,original
B8HXT9,Other,,Other,original
